"accountcode","src","dst","dcontext","clid","channel","dstchannel","lastapp","lastdata","calldate","answerdate","hangupdate","duration","billsec","disposition","amaflags","uniqueid","userfield"
"","01137","s","from-trunk","01137","SIP/122.53.182.213-00028f52","","Hangup","","2023-05-31 00:01:22","2023-05-31 00:01:22","2023-05-31 00:01:39","17","17","ANSWERED","DOCUMENTATION","1685462482.1817",""
"","3060","s","from-trunk","3060","SIP/122.53.182.213-00028f51","","Hangup","","2023-05-31 00:01:22","2023-05-31 00:01:22","2023-05-31 00:01:39","17","17","ANSWERED","DOCUMENTATION","1685462482.1817",""
"","01137","s","from-trunk","01137","SIP/122.53.182.213-00028f55","","Hangup","","2023-05-31 00:01:24","2023-05-31 00:01:24","2023-05-31 00:01:39","15","15","ANSWERED","DOCUMENTATION","1685462484.1818",""
"","01137","s","from-trunk","01137","SIP/122.53.182.213-00028f53","","Hangup","","2023-05-31 00:01:23","2023-05-31 00:01:23","2023-05-31 00:01:40","17","17","ANSWERED","DOCUMENTATION","1685462483.1817",""
"","01137","s","from-trunk","01137","SIP/122.53.182.213-00028f54","","Hangup","","2023-05-31 00:01:23","2023-05-31 00:01:23","2023-05-31 00:01:41","18","18","ANSWERED","DOCUMENTATION","1685462483.1818",""
"","01137","s","from-trunk","01137","SIP/122.53.182.213-00028f56","","Hangup","","2023-05-31 00:01:25","2023-05-31 00:01:25","2023-05-31 00:01:42","17","17","ANSWERED","DOCUMENTATION","1685462485.1818",""
"","01137","s","from-trunk","01137","SIP/122.53.182.213-00028f58","","Hangup","","2023-05-31 00:01:25","2023-05-31 00:01:25","2023-05-31 00:01:43","18","18","ANSWERED","DOCUMENTATION","1685462485.1818",""
"","01137","s","from-trunk","01137","SIP/122.53.182.213-00028f59","","Hangup","","2023-05-31 00:01:26","2023-05-31 00:01:26","2023-05-31 00:01:43","17","17","ANSWERED","DOCUMENTATION","1685462486.1818",""
"","4000","s","from-trunk","4000","SIP/122.53.182.213-00028f57","","Hangup","","2023-05-31 00:01:25","2023-05-31 00:01:25","2023-05-31 00:01:44","19","19","ANSWERED","DOCUMENTATION","1685462485.1818",""
"","01137","s","from-trunk","01137","SIP/122.53.182.213-00028f5a","","Hangup","","2023-05-31 00:01:27","2023-05-31 00:01:27","2023-05-31 00:01:44","17","17","ANSWERED","DOCUMENTATION","1685462487.1818",""
"","01137","s","from-trunk","01137","SIP/122.53.182.213-00028f5b","","Hangup","","2023-05-31 00:01:27","2023-05-31 00:01:27","2023-05-31 00:01:44","17","17","ANSWERED","DOCUMENTATION","1685462487.1818",""
"","3060","s","from-trunk","3060","SIP/122.53.182.213-00028f5c","","Hangup","","2023-05-31 00:01:27","2023-05-31 00:01:27","2023-05-31 00:01:45","18","18","ANSWERED","DOCUMENTATION","1685462487.1818",""
"","01137","s","from-trunk","01137","SIP/122.53.182.213-00028f5d","","Hangup","","2023-05-31 00:01:28","2023-05-31 00:01:28","2023-05-31 00:01:45","17","17","ANSWERED","DOCUMENTATION","1685462488.1818",""
"","01137","s","from-trunk","01137","SIP/122.53.182.213-00028f5e","","Hangup","","2023-05-31 00:01:28","2023-05-31 00:01:28","2023-05-31 00:01:45","17","17","ANSWERED","DOCUMENTATION","1685462488.1818",""
"","01137","s","from-trunk","01137","SIP/122.53.182.213-00028f5f","","Hangup","","2023-05-31 00:01:29","2023-05-31 00:01:29","2023-05-31 00:01:46","17","17","ANSWERED","DOCUMENTATION","1685462489.1818",""
"","01137","s","from-trunk","01137","SIP/122.53.182.213-00028f60","","Hangup","","2023-05-31 00:01:29","2023-05-31 00:01:29","2023-05-31 00:01:47","18","18","ANSWERED","DOCUMENTATION","1685462489.1818",""
"","01137","s","from-trunk","01137","SIP/122.53.182.213-00028f61","","Hangup","","2023-05-31 00:01:30","2023-05-31 00:01:30","2023-05-31 00:01:47","17","17","ANSWERED","DOCUMENTATION","1685462490.1818",""
"","01138","s","from-trunk","01138","SIP/122.53.182.213-00028f62","","Hangup","","2023-05-31 00:01:31","2023-05-31 00:01:31","2023-05-31 00:01:48","17","17","ANSWERED","DOCUMENTATION","1685462491.1818",""
"","01138","s","from-trunk","01138","SIP/122.53.182.213-00028f65","","Hangup","","2023-05-31 00:01:33","2023-05-31 00:01:33","2023-05-31 00:01:48","15","15","ANSWERED","DOCUMENTATION","1685462493.1818",""
"","01138","s","from-trunk","01138","SIP/122.53.182.213-00028f63","","Hangup","","2023-05-31 00:01:32","2023-05-31 00:01:32","2023-05-31 00:01:49","17","17","ANSWERED","DOCUMENTATION","1685462492.1818",""
"","3060","s","from-trunk","3060","SIP/122.53.182.213-00028f66","","Hangup","","2023-05-31 00:01:34","2023-05-31 00:01:34","2023-05-31 00:01:49","15","15","ANSWERED","DOCUMENTATION","1685462494.1818",""
"","01138","s","from-trunk","01138","SIP/122.53.182.213-00028f64","","Hangup","","2023-05-31 00:01:32","2023-05-31 00:01:32","2023-05-31 00:01:50","18","18","ANSWERED","DOCUMENTATION","1685462492.1818",""
"","01138","s","from-trunk","01138","SIP/122.53.182.213-00028f67","","Hangup","","2023-05-31 00:01:34","2023-05-31 00:01:34","2023-05-31 00:01:51","17","17","ANSWERED","DOCUMENTATION","1685462494.1818",""
"","01138","s","from-trunk","01138","SIP/122.53.182.213-00028f68","","Hangup","","2023-05-31 00:01:34","2023-05-31 00:01:34","2023-05-31 00:01:51","17","17","ANSWERED","DOCUMENTATION","1685462494.1818",""
"","01138","s","from-trunk","01138","SIP/122.53.182.213-00028f69","","Hangup","","2023-05-31 00:01:35","2023-05-31 00:01:35","2023-05-31 00:01:52","17","17","ANSWERED","DOCUMENTATION","1685462495.1818",""
"","01138","s","from-trunk","01138","SIP/122.53.182.213-00028f6a","","Hangup","","2023-05-31 00:01:35","2023-05-31 00:01:35","2023-05-31 00:01:53","18","18","ANSWERED","DOCUMENTATION","1685462495.1818",""
"","01138","s","from-trunk","01138","SIP/122.53.182.213-00028f6b","","Hangup","","2023-05-31 00:01:36","2023-05-31 00:01:36","2023-05-31 00:01:53","17","17","ANSWERED","DOCUMENTATION","1685462496.1818",""
"","01138","s","from-trunk","01138","SIP/122.53.182.213-00028f6c","","Hangup","","2023-05-31 00:01:36","2023-05-31 00:01:36","2023-05-31 00:01:54","18","18","ANSWERED","DOCUMENTATION","1685462496.1818",""
"","01138","s","from-trunk","01138","SIP/122.53.182.213-00028f6d","","Hangup","","2023-05-31 00:01:37","2023-05-31 00:01:37","2023-05-31 00:01:54","17","17","ANSWERED","DOCUMENTATION","1685462497.1818",""
"","3060","s","from-trunk","3060","SIP/122.53.182.213-00028f6e","","Hangup","","2023-05-31 00:01:37","2023-05-31 00:01:37","2023-05-31 00:01:54","17","17","ANSWERED","DOCUMENTATION","1685462497.1818",""
"","01138","s","from-trunk","01138","SIP/122.53.182.213-00028f6f","","Hangup","","2023-05-31 00:01:38","2023-05-31 00:01:38","2023-05-31 00:01:55","17","17","ANSWERED","DOCUMENTATION","1685462498.1818",""
"","01138","s","from-trunk","01138","SIP/122.53.182.213-00028f70","","Hangup","","2023-05-31 00:01:38","2023-05-31 00:01:38","2023-05-31 00:01:56","18","18","ANSWERED","DOCUMENTATION","1685462498.1818",""
